all,2
bomb,5
don't,1
administration,2
both,1
mission,1
sources,1
fighters,1
broader,1
its,1
before,1
adding,1
had,1
thursday,2
to,9
praised,1
latitude,1
has,2
do,1
them,1
move,1
which,1
government,2
very,2
press,1
department,1
every,1
not,1
difference,1
gen,1
battlefields,2
caves,1
mattis,1
war,1
james,1
commanders,1
this,1
bombs,1
further,1
where,1
secretary,2
21600-pound,1
drop,1
questions,2
doing,1
house,3
gbu-43b,1
donald,1
defense,2
signed,2
our,1
declined,3
happens,1
afghanistan,4
what,3
said,3
for,2
decision,2
first-ever,1
comments,1
cnn,1
bombing,2
told,1
we,2
after,1
run,1
bold,1
power,1
associate,1
given,2
authorizing,1
aircraft,1
base,1
targeting,1
wanted,1
change,1
suggested,1
on,7
about,2
of,9
against,3
called,1
place,1
act,1
military,4
spicer,2
approve,1
asked,1
comes,1
first,1
authorize,1
battlefield,1
civil,1
system,1
another,1
president,2
earlier,1
total,1
payload,1
everybody,1
use,5
from,2
eager,1
tremendous,1
it's,1
informed,1
moab,2
fight,1
strategy,1
authorized,2
strike,7
white,3
john,1
was,3
touted,1
authorization,1
himself,1
knows,1
that,4
successful,1
exactly,1
took,1
but,2
missile,1
personally,2
known,1
general,1
with,1
he,3
week,1
they're,1
isis,3
whether,3
official,2
as,2
us,4
air,1
deferred,1
while,1
future,1
sean,1
involved,2
making,1
other,1
display,1
are,1
and,5
ordered,1
trump,8
is,1
moved,1
it,1
commander,1
say,2
have,1
in,10
syrian,2
any,1
around,1
confirmed,1
when,1
also,3
potential,1
role,1
forces,2
answer,1
several,1
tunnels,1
dictating,1
trump's,2
delivered,1
who,1
militants,1
uses,1
plan,1
mc-130,1
senior,1
freely,1
a,8
independently,1
off,2
i,2
nicholson,1
country's,1
so,1
six-year,1
mother,1
the,31
away,1
that's,1
